timestamp,platform,video_url,video_id,title,view_count,like_count,comment_count,share_count,author,duration,upload_date,last_updated
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7516514308457598226,7516514308457598226,,782,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7515369812323880210,7515369812323880210,,503,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7509864881470934289,7509864881470934289,,1003,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7506527632561868040,7506527632561868040,,457,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7506527186426268946,7506527186426268946,,395,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7506526299532381458,7506526299532381458,,495,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7505053056837455112,7505053056837455112,,408,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7504314654491938066,7504314654491938066,,233,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7503942432585714951,7503942432585714951,,526,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7502375318032764181,7502375318032764181,,214,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7501614217607269650,7501614217607269650,,221,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7500962744510795016,7500962744510795016,,1756,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:04,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7500590977959202049,7500590977959202049,,223,0,0,0,annotakahiro2024,,,2025-06-18T01:41:04
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7500207031161294081,7500207031161294081,,865,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7499851307788930312,7499851307788930312,,3885,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7499490459488619797,7499490459488619797,,279,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7499015163492797704,7499015163492797704,,744,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7498579322479922439,7498579322479922439,,595,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7498377288631864584,7498377288631864584,,627,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7497818943709596944,7497818943709596944,,321,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7497524594803313928,7497524594803313928,,333,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7497191728256912648,7497191728256912648,,159,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7496892938757164305,7496892938757164305,,473,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7496137295721024776,7496137295721024776,,195,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7496136702742826258,7496136702742826258,,246,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7495400330780265736,7495400330780265736,,386,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7494865955097513233,7494865955097513233,,687,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7494585041826368786,7494585041826368786,,216,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7494201199915289874,7494201199915289874,,606,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7493868721274932488,7493868721274932488,,1760,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7493476261084318983,7493476261084318983,,540,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7493058078565321992,7493058078565321992,,240,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7492581942727167240,7492581942727167240,,295,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7492404097853787410,7492404097853787410,,168,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
2025-06-18T01:41:05,tiktok,https://www.tiktok.com/@annotakahiro2024/video/7492067586633370888,7492067586633370888,,187,0,0,0,annotakahiro2024,,,2025-06-18T01:41:05
